S19_Timestamp_CAL,S19_RealTime_CAL,S19_GSR_CAL,S19_Quat_MPL_6DOF_W_CAL,S19_Quat_MPL_6DOF_X_CAL,S19_Quat_MPL_6DOF_Y_CAL,S19_Quat_MPL_6DOF_Z_CAL,S19_Gyro_MPU_MPL_X_CAL,S19_Gyro_MPU_MPL_Y_CAL,S19_Gyro_MPU_MPL_Z_CAL,S19_Accel_MPU_MPL_X_CAL,S19_Accel_MPU_MPL_Y_CAL,S19_Accel_MPU_MPL_Z_CAL,S19_Mag_MPU_MPL_X_CAL,S19_Mag_MPU_MPL_Y_CAL,S19_Mag_MPU_MPL_Z_CAL,S19_Date,,
msecs,msecs,kOhms,no units,no units,no units,no units,deg/sec,deg/sec,deg/sec,m/(sec^2),m/(sec^2),m/(sec^2),uTesla,uTesla,uTesla,dd_MMM_yyyy_HH:MM:SS.FFF,,
1546217.438,1.47024E+12,-40.01360463,0.985598087,-0.125211671,0.052981433,-0.100555241,65.04150391,-39.8999176,9.460449219,-0.085296631,-0.130111694,1.008972168,27.17202759,12.88552856,-37.85545349,3rd_Aug_2016_10:53:43.567,12,38.567
1546284.088,1.47024E+12,-40.01360463,0.989305437,-0.110047713,0.036536921,-0.088482819,-18.27148438,-118.2690582,82.82470703,-0.042938232,-0.109725952,0.822814941,25.37210083,11.08560181,-41.15531921,3rd_Aug_2016_10:53:43.634,13,38.634
1546350.769,1.47024E+12,-40.01360463,0.992544711,-0.105015598,-0.001908055,-0.061829176,24.27001953,-13.34962463,7.507324219,0.134307861,0.083511353,1.130065918,19.07235718,6.885772705,-44.75517273,3rd_Aug_2016_10:53:43.700,14,38.7
1546417.389,1.47024E+12,-40.01360463,0.995103717,-0.076452725,0.018432502,-0.059863526,-21.93359375,21.1962738,16.23535156,0.039459229,0.098770142,0.976989746,20.87228394,7.485748291,-42.95524597,3rd_Aug_2016_10:53:43.767,15,38.767
1546484.039,1.47024E+12,-40.01360463,0.995727837,-0.069032408,0.020029923,-0.05796133,54.48242188,-20.7959137,16.29638672,-0.077728271,-0.04649353,1.01739502,23.57217407,3.885894775,-42.95524597,3rd_Aug_2016_10:53:43.834,16,38.834
1546550.69,1.47024E+12,-40.01360463,0.996858895,-0.060834087,0.017020252,-0.047768418,-26.99951172,3.862289429,20.5078125,0.0597229,0.120254517,1.076965332,21.47225952,5.38583374,-41.45530701,3rd_Aug_2016_10:53:43.900,17,38.9
1546617.371,1.47024E+12,-40.01360463,0.995866716,-0.078036912,0.013328422,-0.04452002,-46.65283203,10.57615662,-15.19775391,0.038238525,0.038101196,1.01348877,22.3722229,3.885894775,-42.95524597,3rd_Aug_2016_10:53:43.967,18,38.967
1546683.99,1.47024E+12,-40.01360463,0.99478054,-0.089138985,0.015803708,-0.047075734,-9.299316406,-7.55128479,3.540039063,0.013092041,-0.013778687,1.038269043,21.47225952,7.485748291,-42.95524597,3rd_Aug_2016_10:53:44.034,19,39.034
1546750.641,1.47024E+12,-40.01360463,0.993764877,-0.100015268,0.016628092,-0.046387061,-26.87744141,-0.349136353,6.8359375,0.014801025,-0.04637146,0.97467041,22.67221069,8.985687256,-41.15531921,3rd_Aug_2016_10:53:44.100,20,39.1
1546817.291,1.47024E+12,-40.01360463,0.992798269,-0.10768792,0.022039056,-0.047635537,-0.021972656,13.74998474,-8.483886719,0.027130127,-0.061264038,0.936096191,22.07223511,6.885772705,-44.15519714,3rd_Aug_2016_10:53:44.167,21,39.167
1546883.972,1.47024E+12,-40.01360463,0.992586792,-0.107754268,0.024510494,-0.05059348,-16.01318359,8.439926147,-5.126953125,0.010894775,-0.047225952,0.975524902,24.47213745,10.18563843,-42.95524597,3rd_Aug_2016_10:53:44.234,22,39.234
1546950.592,1.47024E+12,-40.01360463,0.992341936,-0.109140225,0.026130321,-0.051603992,2.297363281,-0.104995728,0.671386719,0.01675415,-0.042953491,0.97845459,23.57217407,8.685699463,-42.35527039,3rd_Aug_2016_10:53:44.300,23,39.3
1547017.242,1.47024E+12,-40.01360463,0.992683887,-0.106862128,0.023841554,-0.050899148,-5.148925781,0.200180054,1.098632813,0.056182861,-0.00743103,1.059875488,23.27218628,8.985687256,-43.25523376,3rd_Aug_2016_10:53:44.367,24,39.367
1547083.893,1.47024E+12,-40.01360463,0.993446648,-0.099837005,0.022471985,-0.050903857,19.02099609,-4.560562134,5.554199219,0.00100708,-0.080062866,0.981384277,23.27218628,10.48562622,-41.7552948,3rd_Aug_2016_10:53:44.433,25,39.434
1547150.574,1.47024E+12,-40.01360463,0.993849218,-0.096678771,0.021846835,-0.049392935,-12.16796875,8.012680054,-1.403808594,0.018463135,0.009780884,1.022277832,24.47213745,7.485748291,-41.45530701,3rd_Aug_2016_10:53:44.500,26,39.5
1547217.194,1.47024E+12,-40.01360463,0.993698597,-0.098129481,0.019239731,-0.050631795,-6.30859375,-1.69190979,1.159667969,0.014556885,-0.055892944,1.020568848,23.27218628,8.38571167,-42.65525818,3rd_Aug_2016_10:53:44.567,27,39.567
1547283.844,1.47024E+12,-40.01360463,0.993656754,-0.0986422,0.01812369,-0.050866693,-1.669921875,-2.302261353,-1.403808594,0.027496338,-0.042221069,0.999206543,23.87216187,8.38571167,-41.15531921,3rd_Aug_2016_10:53:44.633,28,39.634
1547350.494,1.47024E+12,-40.01360463,0.993861556,-0.096493073,0.01711306,-0.051336069,2.907714844,1.115707397,1.037597656,0.009796143,-0.066879272,0.99395752,23.87216187,8.985687256,-42.65525818,3rd_Aug_2016_10:53:44.700,29,39.7
1547417.175,1.47024E+12,-40.01360463,0.993820608,-0.096673161,0.018487494,-0.051314734,-12.22900391,-1.508804321,-4.333496094,0.027374268,-0.033309937,1.012878418,23.57217407,8.685699463,-42.35527039,3rd_Aug_2016_10:53:44.767,30,39.767
1547483.795,1.47024E+12,-40.01360463,0.993667841,-0.096609369,0.01991952,-0.053796373,5.104980469,8.684066772,-2.990722656,0.028839111,-0.024642944,1.006408691,22.97219849,6.585784912,-42.35527039,3rd_Aug_2016_10:53:44.833,31,39.834
1547550.446,1.47024E+12,-40.01360463,0.993995368,-0.092036143,0.021520132,-0.05513059,18.95996094,-1.386734009,1.281738281,0.019439697,-0.038314819,0.98638916,22.07223511,8.985687256,-43.25523376,3rd_Aug_2016_10:53:44.900,32,39.9
1547617.096,1.47024E+12,-40.01360463,0.995017648,-0.080945037,0.020613652,-0.054432243,17.18994141,-3.461929321,5.065917969,0.050079346,0.022720337,1.014587402,24.47213745,8.085723877,-43.85520935,3rd_Aug_2016_10:53:44.967,33,39.967
1547683.777,1.47024E+12,-40.01360463,0.995472372,-0.075180225,0.019000962,-0.05496851,16.76269531,-5.476089478,0.9765625,-0.009613037,-0.055404663,1.047180176,22.3722229,5.985809326,-43.85520935,3rd_Aug_2016_10:53:45.033,34,40.034
1547750.397,1.47024E+12,-40.01360463,0.995617151,-0.072838247,0.020015853,-0.055140451,-11.61865234,10.20994568,-1.831054688,0.012969971,-0.00340271,1.010192871,22.07223511,5.685821533,-43.25523376,3rd_Aug_2016_10:53:45.100,35,40.1
1547817.047,1.47024E+12,-40.01360463,0.996377826,-0.06491179,0.016956221,-0.052250519,-25.77880859,-1.447769165,-2.075195313,0.013580322,0.005752563,0.988220215,22.97219849,5.985809326,-42.95524597,3rd_Aug_2016_10:53:45.167,36,40.167
1547883.698,1.47024E+12,-40.01360463,0.995036423,-0.08005859,0.017954418,-0.05630929,-12.90039063,-7.429214478,-4.699707031,0.008209229,-0.031356812,0.946960449,22.97219849,5.38583374,-41.45530701,3rd_Aug_2016_10:53:45.233,37,40.234
1547950.378,1.47024E+12,-40.01360463,0.995013833,-0.080397122,0.013360128,-0.057491854,-17.11181641,-0.654312134,-5.432128906,0.012359619,-0.058456421,1.063415527,23.87216187,6.885772705,-41.7552948,3rd_Aug_2016_10:53:45.300,38,40.3
1548016.998,1.47024E+12,-40.01360463,0.994147897,-0.088233061,0.013485324,-0.060852557,8.828125,1.909164429,-5.187988281,0.064605713,-0.009872437,0.999816895,22.97219849,9.585662842,-42.35527039,3rd_Aug_2016_10:53:45.367,39,40.367
1548083.649,1.47024E+12,-40.01360463,0.994286656,-0.085260078,0.014587929,-0.062545903,16.94580078,4.228500366,6.469726563,-0.027557373,-0.146835327,0.972839355,23.57217407,8.085723877,-42.35527039,3rd_Aug_2016_10:53:45.433,40,40.434
1548150.299,1.47024E+12,-40.01360463,0.995163321,-0.076103747,0.01463393,-0.060366835,18.28857422,1.23777771,2.380371094,0.037017822,0.000137329,0.962585449,23.57217407,7.485748291,-42.95524597,3rd_Aug_2016_10:53:45.500,41,40.5
1548216.98,1.47024E+12,-40.01360463,0.995909393,-0.067197487,0.012224667,-0.059157237,35.92773438,-13.34962463,10.43701172,0.00491333,-0.063705444,0.971130371,23.87216187,8.985687256,-41.15531921,3rd_Aug_2016_10:53:45.567,42,40.567
1548283.6,1.47024E+12,-40.01360463,0.997116983,-0.052658241,0.006004743,-0.05430318,1.625976563,-1.569839478,3.784179688,0.038848877,0.044326782,1.044128418,22.3722229,8.085723877,-43.85520935,3rd_Aug_2016_10:53:45.633,43,40.634
1548350.25,1.47024E+12,-40.01360463,0.997035861,-0.053227659,0.008208054,-0.054944642,8.400878906,-1.081558228,1.46484375,-0.002655029,-0.039901733,0.97442627,22.07223511,6.285797119,-43.25523376,3rd_Aug_2016_10:53:45.700,44,40.7
1548416.901,1.47024E+12,-40.01360463,0.996296704,-0.061876968,0.011983298,-0.058484737,-10.03173828,2.153305054,-1.831054688,0.023834229,0.001602173,0.975646973,22.3722229,4.485870361,-43.85520935,3rd_Aug_2016_10:53:45.766,45,40.767
1548483.582,1.47024E+12,-40.01360463,0.996195555,-0.062415641,0.01127407,-0.05976446,-2.890625,-0.654312134,-5.37109375,0.053131104,0.034683228,1.009094238,21.47225952,6.585784912,-43.85520935,3rd_Aug_2016_10:53:45.833,46,40.834
1548550.201,1.47024E+12,-40.01360463,0.996394038,-0.058997165,0.008485092,-0.060384937,6.325683594,-7.124038696,3.112792969,-0.011810303,-0.044418335,1.065124512,21.47225952,5.985809326,-44.45518494,3rd_Aug_2016_10:53:45.900,47,40.9
1548616.852,1.47024E+12,-40.01360463,0.995987654,-0.064203896,0.008268961,-0.06179044,-0.083007813,-6.696792603,1.586914063,0.00894165,-0.050765991,0.979309082,20.57229614,4.785858154,-43.25523376,3rd_Aug_2016_10:53:45.966,48,40.967
1548683.502,1.47024E+12,-40.01360463,0.995973349,-0.065002292,0.006867371,-0.061356883,-6.552734375,1.970199585,0.061035156,0.038726807,-0.008041382,0.956726074,22.07223511,6.885772705,-41.15531921,3rd_Aug_2016_10:53:46.033,49,41.034
1548750.183,1.47024E+12,-40.01360463,0.994967341,-0.075943254,0.00760236,-0.064920023,-25.16845703,1.481918335,-6.958007813,0.027008057,-0.073471069,0.993713379,22.97219849,8.685699463,-42.35527039,3rd_Aug_2016_10:53:46.100,50,41.1
1548816.803,1.47024E+12,-40.01360463,0.994746149,-0.075655557,0.00586875,-0.068717033,4.372558594,0.993637085,-5.981445313,0.00881958,-0.105575562,1.037658691,21.17227173,8.38571167,-41.15531921,3rd_Aug_2016_10:53:46.166,51,41.167
1548883.453,1.47024E+12,-40.01360463,0.99478364,-0.07310085,0.008282464,-0.070662253,-1.42578125,12.22410583,-3.234863281,0.052886963,-0.038314819,0.976013184,20.27230835,10.18563843,-42.95524597,3rd_Aug_2016_10:53:46.233,52,41.234
1548950.104,1.47024E+12,-40.01360463,0.994594932,-0.074135184,0.010508754,-0.071932912,5.837402344,0.688461304,0.732421875,0.040557861,-0.004867554,1.026306152,25.37210083,8.985687256,-41.7552948,3rd_Aug_2016_10:53:46.300,53,41.3
1549016.785,1.47024E+12,-40.01360463,0.99471122,-0.070027098,0.01109009,-0.07431554,2.724609375,0.078109741,1.647949219,0.013824463,-0.052230835,0.956726074,22.07223511,10.48562622,-43.25523376,3rd_Aug_2016_10:53:46.366,54,41.367
1549083.405,1.47024E+12,-40.01360463,0.994646668,-0.06973473,0.011003698,-0.075458497,-3.195800781,-1.936050415,-4.516601563,0.003936768,-0.03074646,0.984558105,23.57217407,8.085723877,-42.95524597,3rd_Aug_2016_10:53:46.433,55,41.434
1549150.055,1.47024E+12,-40.01360463,0.994778037,-0.067441814,0.008476597,-0.076134615,2.297363281,-1.142593384,1.586914063,0.026397705,-0.062362671,1.144836426,23.27218628,6.885772705,-42.65525818,3rd_Aug_2016_10:53:46.500,56,41.5
1549216.705,1.47024E+12,-40.01360463,0.994722128,-0.068432167,0.012728766,-0.075384371,1.687011719,3.862289429,1.098632813,0.042755127,0.021255493,1.000793457,22.3722229,10.78561401,-42.95524597,3rd_Aug_2016_10:53:46.566,57,41.567
1549283.386,1.47024E+12,-40.01360463,0.994771361,-0.066062696,0.012744443,-0.076831907,8.583984375,-1.813980103,-1.953125,0.029449463,-0.051986694,1.024353027,22.67221069,6.885772705,-41.7552948,3rd_Aug_2016_10:53:46.633,58,41.634
1549350.006,1.47024E+12,-40.01360463,0.994733512,-0.064104468,0.0132581,-0.078867041,-0.266113281,6.730941772,-4.943847656,0.016387939,-0.041000366,0.983581543,24.47213745,8.085723877,-41.45530701,3rd_Aug_2016_10:53:46.700,59,41.7
1549416.656,1.47024E+12,-40.01360463,0.994775295,-0.0618615,0.013948103,-0.080005132,3.029785156,-7.307144165,2.746582031,-0.008270264,-0.027938843,0.972473145,22.97219849,8.085723877,-41.45530701,3rd_Aug_2016_10:53:46.766,60,41.767
1549483.307,1.47024E+12,-40.01360463,0.995030284,-0.059436973,0.010690028,-0.079168238,5.349121094,-5.048843384,2.502441406,0.009307861,-0.045394897,1.076843262,22.3722229,8.085723877,-41.45530701,3rd_Aug_2016_10:53:46.833,61,41.834
1549549.988,1.47024E+12,-40.01360463,0.995153189,-0.058183294,0.010187631,-0.078619786,6.142578125,-2.424331665,4.089355469,0.000152588,-0.05039978,0.985900879,22.07223511,6.885772705,-41.15531921,3rd_Aug_2016_10:53:46.900,62,41.9
1549616.608,1.47024E+12,-40.01360463,0.995429218,-0.054252855,0.007899282,-0.078197502,4.982910156,-2.058120728,2.197265625,0.010528564,-0.059188843,0.999084473,22.07223511,8.985687256,-41.7552948,3rd_Aug_2016_10:53:46.966,63,41.967
1549683.258,1.47024E+12,-40.01360463,0.995614052,-0.05104332,0.007326597,-0.078060493,0.161132813,3.923324585,-1.098632813,0.006500244,-0.008651733,0.99041748,21.47225952,8.085723877,-42.95524597,3rd_Aug_2016_10:53:47.033,64,42.034
1549749.908,1.47024E+12,-40.01360463,0.995652735,-0.049637921,0.00771305,-0.078436673,1.320800781,-0.959487915,1.159667969,0.006011963,-0.038070679,1.032897949,23.27218628,7.785736084,-42.65525818,3rd_Aug_2016_10:53:47.099,65,42.1
1549816.589,1.47024E+12,-40.01360463,0.995620966,-0.051510941,0.008354297,-0.077560961,1.809082031,-0.166030884,2.197265625,0.024932861,-0.03477478,0.963684082,21.17227173,6.885772705,-43.25523376,3rd_Aug_2016_10:53:47.166,66,42.167
1549883.209,1.47024E+12,-40.01360463,0.995754004,-0.049499448,0.006868306,-0.0773101,4.43359375,-2.607437134,1.403808594,0.025665283,-0.031600952,1.012878418,22.07223511,6.285797119,-41.7552948,3rd_Aug_2016_10:53:47.233,67,42.234
1549949.86,1.47024E+12,-40.01360463,0.995673776,-0.050273608,0.006107647,-0.077903837,-3.989257813,0.74949646,-0.793457031,0.025054932,-0.031356812,1.008361816,22.3722229,6.585784912,-43.85520935,3rd_Aug_2016_10:53:47.299,68,42.3
1550016.51,1.47024E+12,-40.01360463,0.996050954,-0.044903729,0.004600905,-0.076452315,11.08642578,-2.66847229,2.807617188,-0.009735107,-0.049301147,0.968933105,21.47225952,5.38583374,-42.35527039,3rd_Aug_2016_10:53:47.366,69,42.367
1550083.191,1.47024E+12,-40.01360463,0.996269763,-0.042172711,0.004233018,-0.075167201,-5.270996094,3.435043335,2.746582031,0.01260376,0.007949829,0.99420166,22.67221069,6.285797119,-42.65525818,3rd_Aug_2016_10:53:47.433,70,42.434
1550149.811,1.47024E+12,-40.01360463,0.996166945,-0.044023681,0.005500578,-0.075385779,0.405273438,-0.593276978,1.220703125,0.027618408,0.007217407,0.985168457,21.47225952,7.485748291,-42.35527039,3rd_Aug_2016_10:53:47.499,71,42.5
1550216.461,1.47024E+12,-40.01360463,0.996261775,-0.042806342,0.006337021,-0.074765831,-8.505859375,2.824691772,1.281738281,0.026275635,-0.014877319,1.000793457,23.57217407,5.38583374,-43.85520935,3rd_Aug_2016_10:53:47.566,72,42.567
1550283.112,1.47024E+12,-40.01360463,0.996308267,-0.043282684,0.007148068,-0.073792294,1.931152344,1.970199585,3.845214844,0.022979736,-0.005722046,0.99822998,20.87228394,7.485748291,-42.95524597,3rd_Aug_2016_10:53:47.633,73,42.634
1550349.792,1.47024E+12,-40.01360463,0.996346831,-0.042798813,0.007422976,-0.073526785,-1.608886719,0.932601929,2.014160156,0.002349854,-0.041366577,0.980285645,25.07211304,5.985809326,-42.95524597,3rd_Aug_2016_10:53:47.699,74,42.7
1550416.412,1.47024E+12,-40.01360463,0.996754885,-0.039157052,0.005803018,-0.070090957,5.532226563,3.007797241,1.647949219,0.041168213,0.017349243,1.016418457,22.97219849,7.485748291,-42.95524597,3rd_Aug_2016_10:53:47.766,75,42.767
1550483.063,1.47024E+12,-40.01360463,0.996895969,-0.036057264,0.006731757,-0.069663495,4.677734375,5.327133179,2.136230469,0.038360596,0.024917603,0.97467041,23.57217407,5.985809326,-42.95524597,3rd_Aug_2016_10:53:47.833,76,42.834
1550549.713,1.47024E+12,-40.01360463,0.996904552,-0.033254303,0.008420813,-0.070742525,6.569824219,3.801254272,-1.342773438,-0.015594482,-0.025497437,0.971008301,23.27218628,6.285797119,-42.65525818,3rd_Aug_2016_10:53:47.899,77,42.9
1550616.394,1.47024E+12,-40.01360463,0.996954203,-0.029174851,0.011067587,-0.07147564,1.931152344,0.627426147,1.46484375,-0.029632568,-0.048934937,0.966491699,24.77212524,6.285797119,-41.7552948,3rd_Aug_2016_10:53:47.966,78,42.967
1550683.014,1.47024E+12,-40.01360463,0.997064888,-0.029401876,0.01110943,-0.069811158,-9.116210938,5.693344116,3.112792969,0.020782471,0.033218384,1.042175293,24.47213745,5.985809326,-42.95524597,3rd_Aug_2016_10:53:48.033,79,43.034
1550749.664,1.47024E+12,-40.01360463,0.997016311,-0.030572545,0.012461948,-0.06977465,5.715332031,0.383285522,2.502441406,0.002960205,-0.017196655,1.003234863,22.97219849,4.485870361,-42.95524597,3rd_Aug_2016_10:53:48.099,80,43.1
1550816.315,1.47024E+12,-40.01360463,0.997145951,-0.026373776,0.012876307,-0.069559827,1.9921875,-0.104995728,-2.624511719,-0.012542725,-0.001693726,0.978942871,23.87216187,4.785858154,-43.25523376,3rd_Aug_2016_10:53:48.166,81,43.167
1550882.996,1.47024E+12,-40.01360463,0.997140944,-0.025486926,0.013096332,-0.069921114,-0.510253906,1.115707397,1.770019531,-0.004974365,0.020767212,0.992126465,23.57217407,5.985809326,-42.95524597,3rd_Aug_2016_10:53:48.233,82,43.234
1550949.615,1.47024E+12,-40.01360463,0.997168481,-0.024440238,0.012133793,-0.070076056,-0.510253906,0.017074585,-2.075195313,0.032623291,0.031509399,1.012390137,22.97219849,4.485870361,-43.85520935,3rd_Aug_2016_10:53:48.299,83,43.3
1551016.266,1.47024E+12,-40.01360463,0.997013152,-0.023795601,0.012671927,-0.072373256,4.372558594,1.970199585,-0.183105469,-0.025238037,-0.03465271,1.000549316,23.27218628,4.785858154,-42.65525818,3rd_Aug_2016_10:53:48.366,84,43.367
1551082.916,1.47024E+12,-40.01360463,0.997016191,-0.022112725,0.013460549,-0.072722308,-1.9140625,4.533676147,-0.793457031,-0.013397217,0.011734009,0.954650879,23.27218628,5.685821533,-43.25523376,3rd_Aug_2016_10:53:48.432,85,43.434
1551149.597,1.47024E+12,-40.01360463,0.996948898,-0.021113189,0.013612676,-0.073904693,4.555664063,-2.058120728,-1.098632813,-0.025115967,-0.013534546,0.991760254,23.57217407,3.885894775,-42.35527039,3rd_Aug_2016_10:53:48.499,86,43.5
